"fips","geoid","name","eviction_definition","historical_average_start_year","historical_average_end_year"
"18039","0500000US18039","Elkhart County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18041","0500000US18041","Fayette County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18043","0500000US18043","Floyd County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18045","0500000US18045","Fountain County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18047","0500000US18047","Franklin County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18049","0500000US18049","Fulton County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18051","0500000US18051","Gibson County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18053","0500000US18053","Grant County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18055","0500000US18055","Greene County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18057","0500000US18057","Hamilton County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18059","0500000US18059","Hancock County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18061","0500000US18061","Harrison County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18063","0500000US18063","Hendricks County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18065","0500000US18065","Henry County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18067","0500000US18067","Howard County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18069","0500000US18069","Huntington County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18071","0500000US18071","Jackson County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18073","0500000US18073","Jasper County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18075","0500000US18075","Jay County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18077","0500000US18077","Jefferson County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18079","0500000US18079","Jennings County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18081","0500000US18081","Johnson County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18083","0500000US18083","Knox County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18085","0500000US18085","Kosciusko County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18087","0500000US18087","LaGrange County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18089","0500000US18089","Lake County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18091","0500000US18091","LaPorte County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18093","0500000US18093","Lawrence County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18095","0500000US18095","Madison County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18097","0500000US18097","Marion County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18099","0500000US18099","Marshall County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18101","0500000US18101","Martin County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18103","0500000US18103","Miami County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18105","0500000US18105","Monroe County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18107","0500000US18107","Montgomery County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18109","0500000US18109","Morgan County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18111","0500000US18111","Newton County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18113","0500000US18113","Noble County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18115","0500000US18115","Ohio County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18117","0500000US18117","Orange County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18119","0500000US18119","Owen County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18121","0500000US18121","Parke County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18123","0500000US18123","Perry County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18125","0500000US18125","Pike County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18127","0500000US18127","Porter County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18129","0500000US18129","Posey County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18131","0500000US18131","Pulaski County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18133","0500000US18133","Putnam County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18135","0500000US18135","Randolph County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18137","0500000US18137","Ripley County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18139","0500000US18139","Rush County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18141","0500000US18141","St. Joseph County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18143","0500000US18143","Scott County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18145","0500000US18145","Shelby County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18147","0500000US18147","Spencer County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18149","0500000US18149","Starke County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18151","0500000US18151","Steuben County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18153","0500000US18153","Sullivan County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18155","0500000US18155","Switzerland County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18157","0500000US18157","Tippecanoe County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18159","0500000US18159","Tipton County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18161","0500000US18161","Union County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18163","0500000US18163","Vanderburgh County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18165","0500000US18165","Vermillion County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18167","0500000US18167","Vigo County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18169","0500000US18169","Wabash County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18171","0500000US18171","Warren County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18173","0500000US18173","Warrick County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18175","0500000US18175","Washington County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18177","0500000US18177","Wayne County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18179","0500000US18179","Wells County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18181","0500000US18181","White County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"18183","0500000US18183","Whitley County, Indiana","case number includes ''ev'', any docket event referencing ''eviction'', ''possession'', or ''possessory'', event description referencing ''eviction''","2016","2019"
"20091","0500000US20091","Johnson County, Kansas","landlord/tenant","2016","2019"
"21001","0500000US21001","Adair County, Kentucky","forcible detainer","2019","2019"
"21003","0500000US21003","Allen County, Kentucky","forcible detainer","2019","2019"
"21005","0500000US21005","Anderson County, Kentucky","forcible detainer","2019","2019"
"21007","0500000US21007","Ballard County, Kentucky","forcible detainer","2019","2019"
"21009","0500000US21009","Barren County, Kentucky","forcible detainer","2019","2019"
"21011","0500000US21011","Bath County, Kentucky","forcible detainer","2019","2019"
"21013","0500000US21013","Bell County, Kentucky","forcible detainer","2019","2019"
"21015","0500000US21015","Boone County, Kentucky","forcible detainer","2019","2019"
"21017","0500000US21017","Bourbon County, Kentucky","forcible detainer","2019","2019"
"21019","0500000US21019","Boyd County, Kentucky","forcible detainer","2019","2019"
"21021","0500000US21021","Boyle County, Kentucky","forcible detainer","2019","2019"
"21023","0500000US21023","Bracken County, Kentucky","forcible detainer","2019","2019"
"21025","0500000US21025","Breathitt County, Kentucky","forcible detainer","2019","2019"
"21027","0500000US21027","Breckinridge County, Kentucky","forcible detainer","2019","2019"
"21029","0500000US21029","Bullitt County, Kentucky","forcible detainer","2019","2019"
"21031","0500000US21031","Butler County, Kentucky","forcible detainer","2019","2019"
"21033","0500000US21033","Caldwell County, Kentucky","forcible detainer","2019","2019"
"21035","0500000US21035","Calloway County, Kentucky","forcible detainer","2019","2019"
"21037","0500000US21037","Campbell County, Kentucky","forcible detainer","2019","2019"
"21039","0500000US21039","Carlisle County, Kentucky","forcible detainer","2019","2019"
"21041","0500000US21041","Carroll County, Kentucky","forcible detainer","2019","2019"
"21043","0500000US21043","Carter County, Kentucky","forcible detainer","2019","2019"
"21045","0500000US21045","Casey County, Kentucky","forcible detainer","2019","2019"
"21047","0500000US21047","Christian County, Kentucky","forcible detainer","2019","2019"
"21049","0500000US21049","Clark County, Kentucky","forcible detainer","2019","2019"
"21051","0500000US21051","Clay County, Kentucky","forcible detainer","2019","2019"
"21053","0500000US21053","Clinton County, Kentucky","forcible detainer","2019","2019"
"21055","0500000US21055","Crittenden County, Kentucky","forcible detainer","2019","2019"
"21057","0500000US21057","Cumberland County, Kentucky","forcible detainer","2019","2019"
"21059","0500000US21059","Daviess County, Kentucky","forcible detainer","2019","2019"
"21061","0500000US21061","Edmonson County, Kentucky","forcible detainer","2019","2019"
"21063","0500000US21063","Elliott County, Kentucky","forcible detainer","2019","2019"
"21065","0500000US21065","Estill County, Kentucky","forcible detainer","2019","2019"
"21067","0500000US21067","Fayette County, Kentucky","forcible detainer","2019","2019"
"21069","0500000US21069","Fleming County, Kentucky","forcible detainer","2019","2019"
"21071","0500000US21071","Floyd County, Kentucky","forcible detainer","2019","2019"
"21073","0500000US21073","Franklin County, Kentucky","forcible detainer","2019","2019"
"21075","0500000US21075","Fulton County, Kentucky","forcible detainer","2019","2019"
"21077","0500000US21077","Gallatin County, Kentucky","forcible detainer","2019","2019"
"21079","0500000US21079","Garrard County, Kentucky","forcible detainer","2019","2019"
"21081","0500000US21081","Grant County, Kentucky","forcible detainer","2019","2019"
"21083","0500000US21083","Graves County, Kentucky","forcible detainer","2019","2019"
"21085","0500000US21085","Grayson County, Kentucky","forcible detainer","2019","2019"
"21087","0500000US21087","Green County, Kentucky","forcible detainer","2019","2019"
"21089","0500000US21089","Greenup County, Kentucky","forcible detainer","2019","2019"
"21091","0500000US21091","Hancock County, Kentucky","forcible detainer","2019","2019"
"21093","0500000US21093","Hardin County, Kentucky","forcible detainer","2019","2019"
"21095","0500000US21095","Harlan County, Kentucky","forcible detainer","2019","2019"
"21097","0500000US21097","Harrison County, Kentucky","forcible detainer","2019","2019"
"21099","0500000US21099","Hart County, Kentucky","forcible detainer","2019","2019"
"21101","0500000US21101","Henderson County, Kentucky","forcible detainer","2019","2019"
"21103","0500000US21103","Henry County, Kentucky","forcible detainer","2019","2019"
"21105","0500000US21105","Hickman County, Kentucky","forcible detainer","2019","2019"
"21107","0500000US21107","Hopkins County, Kentucky","forcible detainer","2019","2019"
"21109","0500000US21109","Jackson County, Kentucky","forcible detainer","2019","2019"
"21111","0500000US21111","Jefferson County, Kentucky","forcible detainer","2019","2019"
"21113","0500000US21113","Jessamine County, Kentucky","forcible detainer","2019","2019"
"21115","0500000US21115","Johnson County, Kentucky","forcible detainer","2019","2019"
"21117","0500000US21117","Kenton County, Kentucky","forcible detainer","2019","2019"
"21119","0500000US21119","Knott County, Kentucky","forcible detainer","2019","2019"
"21121","0500000US21121","Knox County, Kentucky","forcible detainer","2019","2019"
"21123","0500000US21123","Larue County, Kentucky","forcible detainer","2019","2019"
"21125","0500000US21125","Laurel County, Kentucky","forcible detainer","2019","2019"
"21127","0500000US21127","Lawrence County, Kentucky","forcible detainer","2019","2019"
"21129","0500000US21129","Lee County, Kentucky","forcible detainer","2019","2019"
"21131","0500000US21131","Leslie County, Kentucky","forcible detainer","2019","2019"
"21133","0500000US21133","Letcher County, Kentucky","forcible detainer","2019","2019"
"21135","0500000US21135","Lewis County, Kentucky","forcible detainer","2019","2019"
"21137","0500000US21137","Lincoln County, Kentucky","forcible detainer","2019","2019"
"21139","0500000US21139","Livingston County, Kentucky","forcible detainer","2019","2019"
"21141","0500000US21141","Logan County, Kentucky","forcible detainer","2019","2019"
"21143","0500000US21143","Lyon County, Kentucky","forcible detainer","2019","2019"
"21145","0500000US21145","McCracken County, Kentucky","forcible detainer","2019","2019"
"21147","0500000US21147","McCreary County, Kentucky","forcible detainer","2019","2019"
"21149","0500000US21149","McLean County, Kentucky","forcible detainer","2019","2019"
"21151","0500000US21151","Madison County, Kentucky","forcible detainer","2019","2019"
"21153","0500000US21153","Magoffin County, Kentucky","forcible detainer","2019","2019"
"21155","0500000US21155","Marion County, Kentucky","forcible detainer","2019","2019"
"21157","0500000US21157","Marshall County, Kentucky","forcible detainer","2019","2019"
"21159","0500000US21159","Martin County, Kentucky","forcible detainer","2019","2019"
"21161","0500000US21161","Mason County, Kentucky","forcible detainer","2019","2019"
"21163","0500000US21163","Meade County, Kentucky","forcible detainer","2019","2019"
"21165","0500000US21165","Menifee County, Kentucky","forcible detainer","2019","2019"
"21167","0500000US21167","Mercer County, Kentucky","forcible detainer","2019","2019"
"21169","0500000US21169","Metcalfe County, Kentucky","forcible detainer","2019","2019"
"21171","0500000US21171","Monroe County, Kentucky","forcible detainer","2019","2019"
"21173","0500000US21173","Montgomery County, Kentucky","forcible detainer","2019","2019"
"21175","0500000US21175","Morgan County, Kentucky","forcible detainer","2019","2019"
"21177","0500000US21177","Muhlenberg County, Kentucky","forcible detainer","2019","2019"
"21179","0500000US21179","Nelson County, Kentucky","forcible detainer","2019","2019"
"21181","0500000US21181","Nicholas County, Kentucky","forcible detainer","2019","2019"
"21183","0500000US21183","Ohio County, Kentucky","forcible detainer","2019","2019"
"21185","0500000US21185","Oldham County, Kentucky","forcible detainer","2019","2019"
"21187","0500000US21187","Owen County, Kentucky","forcible detainer","2019","2019"
"21189","0500000US21189","Owsley County, Kentucky","forcible detainer","2019","2019"
"21191","0500000US21191","Pendleton County, Kentucky","forcible detainer","2019","2019"
"21193","0500000US21193","Perry County, Kentucky","forcible detainer","2019","2019"
"21195","0500000US21195","Pike County, Kentucky","forcible detainer","2019","2019"
"21197","0500000US21197","Powell County, Kentucky","forcible detainer","2019","2019"
"21199","0500000US21199","Pulaski County, Kentucky","forcible detainer","2019","2019"
"21201","0500000US21201","Robertson County, Kentucky","forcible detainer","2019","2019"
"21203","0500000US21203","Rockcastle County, Kentucky","forcible detainer","2019","2019"
"21205","0500000US21205","Rowan County, Kentucky","forcible detainer","2019","2019"
"21207","0500000US21207","Russell County, Kentucky","forcible detainer","2019","2019"
"21209","0500000US21209","Scott County, Kentucky","forcible detainer","2019","2019"
"21211","0500000US21211","Shelby County, Kentucky","forcible detainer","2019","2019"
"21213","0500000US21213","Simpson County, Kentucky","forcible detainer","2019","2019"
"21215","0500000US21215","Spencer County, Kentucky","forcible detainer","2019","2019"
"21217","0500000US21217","Taylor County, Kentucky","forcible detainer","2019","2019"
"21219","0500000US21219","Todd County, Kentucky","forcible detainer","2019","2019"
"21221","0500000US21221","Trigg County, Kentucky","forcible detainer","2019","2019"
"21223","0500000US21223","Trimble County, Kentucky","forcible detainer","2019","2019"
"21225","0500000US21225","Union County, Kentucky","forcible detainer","2019","2019"
"21227","0500000US21227","Warren County, Kentucky","forcible detainer","2019","2019"
"21229","0500000US21229","Washington County, Kentucky","forcible detainer","2019","2019"
"21231","0500000US21231","Wayne County, Kentucky","forcible detainer","2019","2019"
"21233","0500000US21233","Webster County, Kentucky","forcible detainer","2019","2019"
"21235","0500000US21235","Whitley County, Kentucky","forcible detainer","2019","2019"
"21237","0500000US21237","Wolfe County, Kentucky","forcible detainer","2019","2019"
"21239","0500000US21239","Woodford County, Kentucky","forcible detainer","2019","2019"
"23001","0500000US23001","Androscoggin County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23003","0500000US23003","Aroostook County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23005","0500000US23005","Cumberland County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23007","0500000US23007","Franklin County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23009","0500000US23009","Hancock County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23011","0500000US23011","Kennebec County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23013","0500000US23013","Knox County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23015","0500000US23015","Lincoln County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23017","0500000US23017","Oxford County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23019","0500000US23019","Penobscot County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23021","0500000US23021","Piscataquis County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23023","0500000US23023","Sagadahoc County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23025","0500000US23025","Somerset County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23027","0500000US23027","Waldo County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23029","0500000US23029","Washington County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"23031","0500000US23031","York County, Maine","maine filing counts accessed at https://www.courts.maine.gov/help/eviction/index.html","2016","2019"
"27001","0500000US27001","Aitkin County, Minnesota","eviction (ud)","2016","2019"
"27003","0500000US27003","Anoka County, Minnesota","eviction (ud)","2016","2019"
"27005","0500000US27005","Becker County, Minnesota","eviction (ud)","2016","2019"
"27007","0500000US27007","Beltrami County, Minnesota","eviction (ud)","2016","2019"
"27009","0500000US27009","Benton County, Minnesota","eviction (ud)","2016","2019"
"27011","0500000US27011","Big Stone County, Minnesota","eviction (ud)","2016","2019"
"27013","0500000US27013","Blue Earth County, Minnesota","eviction (ud)","2016","2019"
"27015","0500000US27015","Brown County, Minnesota","eviction (ud)","2016","2019"
"27017","0500000US27017","Carlton County, Minnesota","eviction (ud)","2016","2019"
"27019","0500000US27019","Carver County, Minnesota","eviction (ud)","2016","2019"
"27021","0500000US27021","Cass County, Minnesota","eviction (ud)","2016","2019"
"27023","0500000US27023","Chippewa County, Minnesota","eviction (ud)","2016","2019"
"27025","0500000US27025","Chisago County, Minnesota","eviction (ud)","2016","2019"
"27027","0500000US27027","Clay County, Minnesota","eviction (ud)","2016","2019"
"27029","0500000US27029","Clearwater County, Minnesota","eviction (ud)","2016","2019"
"27031","0500000US27031","Cook County, Minnesota","eviction (ud)","2016","2019"
"27033","0500000US27033","Cottonwood County, Minnesota","eviction (ud)","2016","2019"
"27035","0500000US27035","Crow Wing County, Minnesota","eviction (ud)","2016","2019"
"27037","0500000US27037","Dakota County, Minnesota","eviction (ud)","2016","2019"
"27039","0500000US27039","Dodge County, Minnesota","eviction (ud)","2016","2019"
"27041","0500000US27041","Douglas County, Minnesota","eviction (ud)","2016","2019"
"27043","0500000US27043","Faribault County, Minnesota","eviction (ud)","2016","2019"
"27045","0500000US27045","Fillmore County, Minnesota","eviction (ud)","2016","2019"
"27047","0500000US27047","Freeborn County, Minnesota","eviction (ud)","2016","2019"
"27049","0500000US27049","Goodhue County, Minnesota","eviction (ud)","2016","2019"
"27051","0500000US27051","Grant County, Minnesota","eviction (ud)","2016","2019"
"27053","0500000US27053","Hennepin County, Minnesota","eviction (ud)","2016","2019"
"27055","0500000US27055","Houston County, Minnesota","eviction (ud)","2016","2019"
"27057","0500000US27057","Hubbard County, Minnesota","eviction (ud)","2016","2019"
"27059","0500000US27059","Isanti County, Minnesota","eviction (ud)","2016","2019"
"27061","0500000US27061","Itasca County, Minnesota","eviction (ud)","2016","2019"
"27063","0500000US27063","Jackson County, Minnesota","eviction (ud)","2016","2019"
"27065","0500000US27065","Kanabec County, Minnesota","eviction (ud)","2016","2019"
"27067","0500000US27067","Kandiyohi County, Minnesota","eviction (ud)","2016","2019"
"27069","0500000US27069","Kittson County, Minnesota","eviction (ud)","2016","2019"
"27071","0500000US27071","Koochiching County, Minnesota","eviction (ud)","2016","2019"
"27073","0500000US27073","Lac qui Parle County, Minnesota","eviction (ud)","2016","2019"
"27075","0500000US27075","Lake County, Minnesota","eviction (ud)","2016","2019"
"27077","0500000US27077","Lake of the Woods County, Minnesota","eviction (ud)","2016","2019"
"27079","0500000US27079","Le Sueur County, Minnesota","eviction (ud)","2016","2019"
"27081","0500000US27081","Lincoln County, Minnesota","eviction (ud)","2016","2019"
"27083","0500000US27083","Lyon County, Minnesota","eviction (ud)","2016","2019"
"27085","0500000US27085","McLeod County, Minnesota","eviction (ud)","2016","2019"
"27087","0500000US27087","Mahnomen County, Minnesota","eviction (ud)","2016","2019"
"27089","0500000US27089","Marshall County, Minnesota","eviction (ud)","2016","2019"
"27091","0500000US27091","Martin County, Minnesota","eviction (ud)","2016","2019"
"27093","0500000US27093","Meeker County, Minnesota","eviction (ud)","2016","2019"
"27095","0500000US27095","Mille Lacs County, Minnesota","eviction (ud)","2016","2019"
"27097","0500000US27097","Morrison County, Minnesota","eviction (ud)","2016","2019"
"27099","0500000US27099","Mower County, Minnesota","eviction (ud)","2016","2019"
"27101","0500000US27101","Murray County, Minnesota","eviction (ud)","2016","2019"
"27103","0500000US27103","Nicollet County, Minnesota","eviction (ud)","2016","2019"
"27105","0500000US27105","Nobles County, Minnesota","eviction (ud)","2016","2019"
"27107","0500000US27107","Norman County, Minnesota","eviction (ud)","2016","2019"
"27109","0500000US27109","Olmsted County, Minnesota","eviction (ud)","2016","2019"
"27111","0500000US27111","Otter Tail County, Minnesota","eviction (ud)","2016","2019"
"27113","0500000US27113","Pennington County, Minnesota","eviction (ud)","2016","2019"
"27115","0500000US27115","Pine County, Minnesota","eviction (ud)","2016","2019"
"27117","0500000US27117","Pipestone County, Minnesota","eviction (ud)","2016","2019"
"27119","0500000US27119","Polk County, Minnesota","eviction (ud)","2016","2019"
"27121","0500000US27121","Pope County, Minnesota","eviction (ud)","2016","2019"
"27123","0500000US27123","Ramsey County, Minnesota","eviction (ud)","2016","2019"
"27125","0500000US27125","Red Lake County, Minnesota","eviction (ud)","2016","2019"
"27127","0500000US27127","Redwood County, Minnesota","eviction (ud)","2016","2019"
"27129","0500000US27129","Renville County, Minnesota","eviction (ud)","2016","2019"
"27131","0500000US27131","Rice County, Minnesota","eviction (ud)","2016","2019"
"27133","0500000US27133","Rock County, Minnesota","eviction (ud)","2016","2019"
"27135","0500000US27135","Roseau County, Minnesota","eviction (ud)","2016","2019"
"27137","0500000US27137","St. Louis County, Minnesota","eviction (ud)","2016","2019"
"27139","0500000US27139","Scott County, Minnesota","eviction (ud)","2016","2019"
"27141","0500000US27141","Sherburne County, Minnesota","eviction (ud)","2016","2019"
